"ID","Real_rates_Australia","Real_rates_Canada","Real_rates_Chile","Real_rates_Colombia","Real_rates_Denmark","Real_rates_Israel","Real_rates_Japan","Real_rates_Mexico","Real_rates_New_Zeland","Real_rates_Poland","Real_rates_South_Korea","Real_rates_Sweden","Real_rates_Turkey","Real_rates_United_Kingdom","Real_rates_United_States","Inflation_linked_real_rates_Germany","Inflation_linked_real_rates_CPI","Inflation_linked_France_real_rates_CPIEuro","Inflation_linked_real_rates_Italy","Inflation_linked_real_rates_Spain","Inflation_linked_real_rates_US_1y3y_Total_Return_Hedged_EUR","Inflation_linked_real_rates_US_Govt_0y5y_Total_Return_Index","Inflation_linked_real_rates_UK_1y3y_Total_Return_Hedged_EUR","Inflation_linked_real_rates_France_Govt_1y3y_Total_Return","Inflation_linked_real_rates_Italy_Govt_1y3y_Total_Return_Index","Schatz","Bobl","Bund","Buxl","OAT_10Y","BTP_2Y","BTP_10Y","US_2Y","US_5Y","US_10Y","US_20Y","US_30Y","Short_Gilt","Gilt_10Y","JPN_5Y","JPN_10Y","JPN_30Y","AU_3Y","AU_10Y","CAD_10Y","SEK_5Y","CAD_10Y_bond","AUD_10Y_bond","NZD_10Y_bond","NOK_10Y_bond","SEK_10Y_bond","DKK_10Y_bond","CHF_10Y_bond","EUR_2y10y","EUR_10y30y","US_2y10y","US_10y30y","GBP_2y10y","JPN_2y10y","US_EUR_10Y","UK_EUR_10Y","US_UK_10Y","US_EUR_2Y","USDEUR","GBPEUR","GBPUSD","USDJPY","CHFEUR","JPYEUR","CADEUR","AUDEUR","NZDEUR","NOKEUR","SEKEUR","DKKEUR"
"2/4/1900","0.1243287186267","0.94582520050775","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03081490425995","0","0.25761849426695","5.5238750236067","1.8189831652886","0","13.907271500927","0.22744206109561","0.13216586816452","0","0","0","0","0","0","0","0","0","0","-0.05","0","0","0","0.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/5/1900","0.99674859911423","1.5146097929864","0","0","0","0","0","0","0","0","0","0","0","0","0","0.16546209179146","0","0.14039427065258","3.4724369417673","1.1820364078749","0","9.9093289330454","0.35766685610893","0","0","0","0","0","0","0","0","0","0","0","0.3325","0","0","0","-0.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/6/1900","-0.36676508898784","2.812210449664","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3391604948869","0","0.62576112331731","3.997119743774","1.248677969717","0","-0.93469500737082","-0.15143701982392","0.1982160555005","0","0","0","0","0","0","0","0","0","0","-1.2125","0","0","0","-0.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/7/1900","0.13898396359026","1.2977093216139","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12474532314981","0","0.26687465314754","2.2445861257049","0.49367225255396","0","7.8420137210962","0.44537019503879","0.1321113037734","0","0","0","0","0","0","0","0","0","0","-0.21","0","0","0","0.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/8/1900","-0.73171855387964","-0.89230880667345","0","0","0","0","0","0","0","0","0","0","0","0","0","0.30785170746148","0","0.96679182622048","5.4761069721615","3.2946678282277","0","-1.1497955348319","0.73551821313014","0.79253694377944","0","0","0","0","0","0","0","0","0","0","0.915","0","0","0","-0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/9/1900","-3.1459830988279","-2.4307067289458","0","0","0","0","0","0","0","0","0","0","0","0","0","0.11220128818542","0","0.5300612910263","2.0656411445426","1.1700428446997","0","3.6024193591806","0.19643217684114","0.59381443298971","0","0","0","0","0","0","0","0","0","0","-1.175","0","0","0","-0.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/10/1900","0.014524790335733","0.0048459743656646","0","0","0","0","0","0","0","0","0","0","0","0","0","0.03122794064459","0","0.30096318140109","3.4068873138119","0.67725529945799","0","-6.2968745916849","0.31717924012392","0.26372177352887","0","0","0","0","0","0","0","0","0","0","-1.125","0","0","0","-0.88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/11/1900","-0.2946060974092","3.5189730397289","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0046412360672525","0","0.0095976972339235","0.32045479705386","-0.14343037625407","0","2.6941940607414","0.62486907077658","0.13181743285556","0","0","0","0","0","0","0","0","0","0","-0.1275","0","0","0","-0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/12/1900","-0.44727079135177","-1.0672373225221","0","0","0","0","0","0","0","0","0","0","0","0","0","0.014061109130216","0","-0.068827148666184","-0.74511647287067","-0.93630957536303","0","-8.7115336175252","0.41300449595884","0.13179571663918","0","0","0","0","0","0","0","0","0","0","0.245","0","0","0","-0.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"2/13/1900","0.69496309161968","-1.0312881875676","0","0","0","0","0","0","0","0","0","0","0","0","0","0.054186264935144","0","0.051699965247731","2.945411766545","1.4062293308563","0","-9.1837040501049","0.021083653028518","-0.13177400757698","0","0","0","0","0","0","0","0","0","0","1.0375","0","0","0","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0"
